tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
237561	Candida albicans SC5314	30515289	0	live	CAALFM_C407170CA	CAALFM_C407170CA	hypothetical protein	; hypothetical protein		4	NC_032092.1	1584704	1584946	minus	1	
237561	Candida albicans SC5314	30515288	0	live	CAALFM_C407160WA	CAALFM_C407160WA	hypothetical protein	; hypothetical protein		4	NC_032092.1	1584493	1584672	plus	1	
237561	Candida albicans SC5314	30515287	0	live	CAALFM_C406880CA	CAALFM_C406880CA	proteasome regulatory particle lid subunit	; proteasome regulatory particle lid subunit		4	NC_032092.1	1534066	1534347	minus	1	
237561	Candida albicans SC5314	30515286	0	live	CAALFM_C406860CA	CAALFM_C406860CA	cytidine deaminase	; cytidine deaminase		4	NC_032092.1	1531811	1532457	minus	4	
237561	Candida albicans SC5314	30515285	0	live	CAALFM_C406690CA	CAALFM_C406690CA	hypothetical protein	; hypothetical protein		4	NC_032092.1	1494219	1494736	minus	2	
237561	Candida albicans SC5314	30515284	0	live	CAALFM_C406520WA	CAALFM_C406520WA	ncRNA			4	NC_032092.1	1449260	1449321	plus	1	
237561	Candida albicans SC5314	30515283	0	live	CAALFM_C406290WA	CAALFM_C406290WA	chromatin DNA-binding EKC/KEOPS complex subunit	; chromatin DNA-binding EKC/KEOPS complex subunit		4	NC_032092.1	1399953	1400249	plus	1	
237561	Candida albicans SC5314	30515282	0	live	CAALFM_C406200WA	CAALFM_C406200WA	hypothetical protein	; hypothetical protein		4	NC_032092.1	1386049	1386258	plus	1	
237561	Candida albicans SC5314	30515281	0	live	CAALFM_C406180CA	CAALFM_C406180CA	ncRNA			4	NC_032092.1	1382072	1382211	minus	1	
237561	Candida albicans SC5314	30515280	0	live	CAALFM_C406080WA	CAALFM_C406080WA	hypothetical protein	; hypothetical protein		4	NC_032092.1	1352454	1352630	plus	1	
237561	Candida albicans SC5314	30515279	0	live	tS(UGA)2	CAALFM_C405990WA	tRNA			4	NC_032092.1	1331478	1331559	plus	0	
237561	Candida albicans SC5314	30515278	0	live	tT(UGU)2	CAALFM_C405950CA	tRNA			4	NC_032092.1	1324904	1324975	minus	0	
237561	Candida albicans SC5314	30515277	0	live	CAALFM_C405820WA	CAALFM_C405820WA	hypothetical protein	; hypothetical protein		4	NC_032092.1	1290067	1290333	plus	1	
237561	Candida albicans SC5314	30515276	0	live	CAALFM_C405380CA	CAALFM_C405380CA	signal peptidase complex subunit	; signal peptidase complex subunit		4	NC_032092.1	1174198	1174446	minus	1	
237561	Candida albicans SC5314	30515275	0	live	CAALFM_C405040WA	CAALFM_C405040WA	ubiquitin-like protein	; ubiquitin-like protein		4	NC_032092.1	1077190	1077411	plus	1	
237561	Candida albicans SC5314	30515274	0	live	CAALFM_C404970CA	CAALFM_C404970CA	hypothetical protein	; hypothetical protein		4	NC_032092.1	1062625	1062888	minus	1	
237561	Candida albicans SC5314	30515273	0	live	RPL30	CAALFM_C404900WA	ribosomal 60S subunit protein L30	; ribosomal 60S subunit protein L30		4	NC_032092.1	1055341	1055842	plus	2	
237561	Candida albicans SC5314	30515272	0	live	tI(AAU)4	CAALFM_C404740WA	tRNA			4	NC_032092.1	1015422	1015508	plus	0	
237561	Candida albicans SC5314	30515271	0	live	tQ(UUG)4	CAALFM_C404690CA	tRNA			4	NC_032092.1	1006761	1006843	minus	0	
237561	Candida albicans SC5314	30515270	0	live	tQ(UUG)5	CAALFM_C404680CA	tRNA			4	NC_032092.1	1006665	1006750	minus	0	
237561	Candida albicans SC5314	30515269	0	live	CAALFM_C404490CA	CAALFM_C404490CA	ncRNA			4	NC_032092.1	963317	963411	minus	1	
237561	Candida albicans SC5314	30515268	0	live	CAALFM_C404400CA	CAALFM_C404400CA	hypothetical protein	; hypothetical protein		4	NC_032092.1	940284	940559	minus	1	
237561	Candida albicans SC5314	30515267	0	live	CAALFM_C404390WA	CAALFM_C404390WA	ribosomal 60S subunit protein L22B	; ribosomal 60S subunit protein L22B		4	NC_032092.1	936830	937776	plus	2	
237561	Candida albicans SC5314	30515266	0	live	CAALFM_C404380CA	CAALFM_C404380CA	hypothetical protein	; hypothetical protein		4	NC_032092.1	935018	935302	minus	1	
237561	Candida albicans SC5314	30515265	0	live	CAALFM_C404110WA	CAALFM_C404110WA	hypothetical protein	; hypothetical protein		4	NC_032092.1	880335	880472	plus	1	
237561	Candida albicans SC5314	30515264	0	live	CAALFM_C403960WA	CAALFM_C403960WA	hypothetical protein	; hypothetical protein		4	NC_032092.1	845566	845781	plus	1	
237561	Candida albicans SC5314	30515263	0	live	CAALFM_C403950CA	CAALFM_C403950CA	hypothetical protein	; hypothetical protein		4	NC_032092.1	844510	844815	minus	1	
237561	Candida albicans SC5314	30515262	0	live	CAALFM_C403930CA	CAALFM_C403930CA	RNA-binding signal recognition particle subunit	; RNA-binding signal recognition particle subunit		4	NC_032092.1	836883	837323	minus	1	
237561	Candida albicans SC5314	30515261	0	live	tD(GUC)2	CAALFM_C403660WA	tRNA			4	NC_032092.1	782619	782690	plus	0	
237561	Candida albicans SC5314	30515260	0	live	tD(GUC)3	CAALFM_C403650WA	tRNA			4	NC_032092.1	782464	782535	plus	0	
237561	Candida albicans SC5314	30515259	0	live	tD(GUC)4	CAALFM_C403640CA	tRNA			4	NC_032092.1	780937	781008	minus	0	
237561	Candida albicans SC5314	30515258	0	live	tG(GCC)2	CAALFM_C403630CA	tRNA			4	NC_032092.1	780195	780265	minus	0	
237561	Candida albicans SC5314	30515257	0	live	tQ(UUG)1	CAALFM_C403610CA	tRNA			4	NC_032092.1	772391	772477	minus	0	
237561	Candida albicans SC5314	30515256	0	live	CAALFM_C403400WA	CAALFM_C403400WA	hypothetical protein	; hypothetical protein		4	NC_032092.1	711401	711927	plus	2	
237561	Candida albicans SC5314	30515255	0	live	CAALFM_C403310CA	CAALFM_C403310CA	hypothetical protein	; hypothetical protein		4	NC_032092.1	692297	692497	minus	1	
237561	Candida albicans SC5314	30515254	0	live	CAALFM_C403300CA	CAALFM_C403300CA	hypothetical protein	; hypothetical protein		4	NC_032092.1	690179	690361	minus	1	
237561	Candida albicans SC5314	30515253	0	live	CAALFM_C403040WA	CAALFM_C403040WA	DNA-directed RNA polymerase core subunit	; DNA-directed RNA polymerase core subunit		4	NC_032092.1	633412	633630	plus	1	
237561	Candida albicans SC5314	30515252	0	live	tT(UGU)1	CAALFM_C403010WA	tRNA			4	NC_032092.1	627397	627468	plus	0	
237561	Candida albicans SC5314	30515251	0	live	QCR9	CAALFM_C402890CA	ubiquinol--cytochrome-c reductase subunit 9	; ubiquinol--cytochrome-c reductase subunit 9		4	NC_032092.1	598659	598856	minus	1	
237561	Candida albicans SC5314	30515250	0	live	MED20	CAALFM_C402840CA	Med20p	; Med20p		4	NC_032092.1	591385	592176	minus	2	
237561	Candida albicans SC5314	30515249	0	live	CAALFM_C402650CA	CAALFM_C402650CA	ncRNA			4	NC_032092.1	549182	549268	minus	1	
237561	Candida albicans SC5314	30515248	0	live	SOD1	CAALFM_C402320CA	superoxide dismutase	; superoxide dismutase		4	NC_032092.1	460935	461644	minus	2	
237561	Candida albicans SC5314	30515247	0	live	TIM10	CAALFM_C402140CA	protein transporter	; protein transporter		4	NC_032092.1	423169	423444	minus	1	
237561	Candida albicans SC5314	30515246	0	live	CAALFM_C401990WA	CAALFM_C401990WA	hypothetical protein	; hypothetical protein		4	NC_032092.1	387813	388049	plus	1	
237561	Candida albicans SC5314	30515245	0	live	DPM3	CAALFM_C401920WA	Dpm3p	; Dpm3p		4	NC_032092.1	374223	374501	plus	1	
237561	Candida albicans SC5314	30515244	0	live	NHP6A	CAALFM_C401700CA	high-mobility group nucleosome-binding protein	; high-mobility group nucleosome-binding protein		4	NC_032092.1	337230	337508	minus	1	
237561	Candida albicans SC5314	30515243	0	live	CAALFM_C401640CA	CAALFM_C401640CA	ncRNA			4	NC_032092.1	327198	327290	minus	1	
237561	Candida albicans SC5314	30515242	0	live	CAALFM_C401630CA	CAALFM_C401630CA	ncRNA			4	NC_032092.1	326950	327037	minus	1	
237561	Candida albicans SC5314	30515241	0	live	CAALFM_C401620CA	CAALFM_C401620CA	ncRNA			4	NC_032092.1	326687	326779	minus	1	
237561	Candida albicans SC5314	30515240	0	live	CAALFM_C401610CA	CAALFM_C401610CA	ncRNA			4	NC_032092.1	326607	326699	minus	1	
237561	Candida albicans SC5314	30515239	0	live	CAALFM_C401600CA	CAALFM_C401600CA	ncRNA			4	NC_032092.1	326439	326531	minus	1	
237561	Candida albicans SC5314	30515238	0	live	CAALFM_C401590CA	CAALFM_C401590CA	ncRNA			4	NC_032092.1	326188	326271	minus	1	
237561	Candida albicans SC5314	30515237	0	live	CAALFM_C401580CA	CAALFM_C401580CA	ncRNA			4	NC_032092.1	325943	326036	minus	1	
237561	Candida albicans SC5314	30515236	0	live	CAALFM_C401570CA	CAALFM_C401570CA	ncRNA			4	NC_032092.1	325276	325380	minus	1	
237561	Candida albicans SC5314	30515235	0	live	tS(UGA)3	CAALFM_C401210CA	tRNA			4	NC_032092.1	245658	245739	minus	0	
237561	Candida albicans SC5314	30515234	0	live	CRD2	CAALFM_C401160WA	Crd2p	; Crd2p		4	NC_032092.1	233630	233860	plus	1	
237561	Candida albicans SC5314	30515233	0	live	tD(GUC)6	CAALFM_C401110WA	tRNA			4	NC_032092.1	227751	227822	plus	0	
237561	Candida albicans SC5314	30515232	0	live	RPL40B	CAALFM_C401050CA	Rpl40bp	; Rpl40bp		4	NC_032092.1	208446	208604	minus	1	
237561	Candida albicans SC5314	30515231	0	live	tG(GCC)4	CAALFM_C400930WA	tRNA			4	NC_032092.1	168204	168274	plus	0	
237561	Candida albicans SC5314	30515230	0	live	tG(GCC)5	CAALFM_C400900CA	tRNA			4	NC_032092.1	164078	164148	minus	0	
237561	Candida albicans SC5314	30515229	0	live	tG(UCC)2	CAALFM_C400870WA	tRNA			4	NC_032092.1	157051	157121	plus	0	
237561	Candida albicans SC5314	30515228	0	live	tG(CCC)1	CAALFM_C400550CA	tRNA			4	NC_032092.1	97323	97393	minus	0	
237561	Candida albicans SC5314	30515227	0	live	CAALFM_C400330CA	CAALFM_C400330CA	F1F0 ATP synthase subunit e	; F1F0 ATP synthase subunit e		4	NC_032092.1	50924	51205	minus	1	
237561	Candida albicans SC5314	30515226	0	live	CAALFM_C307920WA	CAALFM_C307920WA	hypothetical protein	; hypothetical protein		3	NC_032091.1	1782289	1784314	plus	2	
237561	Candida albicans SC5314	30515225	0	live	CAALFM_C307580WA	CAALFM_C307580WA	hypothetical protein	; hypothetical protein		3	NC_032091.1	1733433	1733702	plus	1	
237561	Candida albicans SC5314	30515224	0	live	tF(GAA)5	CAALFM_C307530WA	tRNA			3	NC_032091.1	1715733	1715820	plus	0	
237561	Candida albicans SC5314	30515223	0	live	tR(UCU)5	CAALFM_C307520WA	tRNA			3	NC_032091.1	1715652	1715724	plus	0	
237561	Candida albicans SC5314	30515222	0	live	SNR52	CAALFM_C307510CA	ncRNA			3	NC_032091.1	1714800	1714923	minus	1	
237561	Candida albicans SC5314	30515221	0	live	tY(GUA)3	CAALFM_C306960CA	tRNA			3	NC_032091.1	1595078	1595193	minus	0	
237561	Candida albicans SC5314	30515220	0	live	tW(CCA)2	CAALFM_C306840CA	tRNA			3	NC_032091.1	1560848	1560943	minus	0	
237561	Candida albicans SC5314	30515219	0	live	CAALFM_C306750WA	CAALFM_C306750WA	translocon subunit	; translocon subunit		3	NC_032091.1	1541633	1541839	plus	1	
237561	Candida albicans SC5314	30515218	0	live	ECM15	CAALFM_C306480CA	Ecm15p	; Ecm15p		3	NC_032091.1	1479207	1479679	minus	2	
237561	Candida albicans SC5314	30515217	0	live	tH(GUG)3	CAALFM_C306460CA	tRNA			3	NC_032091.1	1469508	1469605	minus	0	
237561	Candida albicans SC5314	30515216	0	live	CAALFM_C306390WA	CAALFM_C306390WA	hypothetical protein	; hypothetical protein		3	NC_032091.1	1457202	1457699	plus	1	
237561	Candida albicans SC5314	30515215	0	live	CAALFM_C306350WA	CAALFM_C306350WA	mediator complex subunit	; mediator complex subunit		3	NC_032091.1	1453866	1454657	plus	1	
237561	Candida albicans SC5314	30515214	0	live	TSA1B	CAALFM_C306330WA	Tsa1bp	; Tsa1bp		3	NC_032091.1	1452363	1452953	plus	1	
237561	Candida albicans SC5314	30515213	0	live	CAALFM_C306240CA	CAALFM_C306240CA	mitochondrial 54S ribosomal protein YmL39	; mitochondrial 54S ribosomal protein YmL39		3	NC_032091.1	1424631	1424843	minus	1	
237561	Candida albicans SC5314	30515212	0	live	CAALFM_C305820WA	CAALFM_C305820WA	ncRNA			3	NC_032091.1	1305719	1305824	plus	1	
237561	Candida albicans SC5314	30515211	0	live	SNR6	CAALFM_C305500WA	ncRNA			3	NC_032091.1	1233522	1233619	plus	1	
237561	Candida albicans SC5314	30515210	0	live	tV(AAC)6	CAALFM_C305490CA	tRNA			3	NC_032091.1	1232581	1232654	minus	0	
237561	Candida albicans SC5314	30515209	0	live	tV(AAC)5	CAALFM_C305480CA	tRNA			3	NC_032091.1	1232492	1232565	minus	0	
237561	Candida albicans SC5314	30515208	0	live	RPS19A	CAALFM_C305200WA	ribosomal 40S subunit protein S19A	; ribosomal 40S subunit protein S19A		3	NC_032091.1	1130252	1131056	plus	2	
237561	Candida albicans SC5314	30515207	0	live	RPL35	CAALFM_C304960WA	ribosomal 60S subunit protein L35A	; ribosomal 60S subunit protein L35A		3	NC_032091.1	1067838	1068640	plus	2	
237561	Candida albicans SC5314	30515206	0	live	tK(CUU)2	CAALFM_C304850CA	tRNA			3	NC_032091.1	1038960	1039044	minus	0	
237561	Candida albicans SC5314	30515205	0	live	CAALFM_C304810CA	CAALFM_C304810CA	hypothetical protein	; hypothetical protein		3	NC_032091.1	1023134	1024411	minus	2	
237561	Candida albicans SC5314	30515204	0	live	CAALFM_C304590WA	CAALFM_C304590WA	RNA-binding protein	; RNA-binding protein		3	NC_032091.1	973774	975360	plus	2	
237561	Candida albicans SC5314	30515203	0	live	CAALFM_C304190WA	CAALFM_C304190WA	hypothetical protein	; hypothetical protein		3	NC_032091.1	872065	872355	plus	1	
237561	Candida albicans SC5314	30515202	0	live	CAALFM_C304150WA	CAALFM_C304150WA	ncRNA			3	NC_032091.1	865874	866186	plus	1	
237561	Candida albicans SC5314	30515201	0	live	CAALFM_C304100WA	CAALFM_C304100WA	hypothetical protein	; hypothetical protein		3	NC_032091.1	858695	859174	plus	1	
237561	Candida albicans SC5314	30515200	0	live	CAALFM_C304080WA	CAALFM_C304080WA	ubiquinol--cytochrome-c reductase subunit 6	; ubiquinol--cytochrome-c reductase subunit 6		3	NC_032091.1	854961	855487	plus	2	
237561	Candida albicans SC5314	30515199	0	live	tA(AGC)2	CAALFM_C304050WA	tRNA			3	NC_032091.1	845662	845734	plus	0	
237561	Candida albicans SC5314	30515198	0	live	tE(UUC)6	CAALFM_C304010CA	tRNA			3	NC_032091.1	835704	835800	minus	0	
237561	Candida albicans SC5314	30515197	0	live	CAALFM_C303920WA	CAALFM_C303920WA	hypothetical protein	; hypothetical protein		3	NC_032091.1	819467	819682	plus	1	
237561	Candida albicans SC5314	30515196	0	live	tE(UUC)1	CAALFM_C303350WA	tRNA			3	NC_032091.1	703089	703182	plus	0	
237561	Candida albicans SC5314	30515195	0	live	CAALFM_C303340CA	CAALFM_C303340CA	hypothetical protein	; hypothetical protein		3	NC_032091.1	702202	702486	minus	1	
237561	Candida albicans SC5314	30515194	0	live	RUB1	CAALFM_C303320WA	NEDD8 family protein	; NEDD8 family protein		3	NC_032091.1	699327	699560	plus	1	
237561	Candida albicans SC5314	30515193	0	live	tK(CUU)1	CAALFM_C303220CA	tRNA			3	NC_032091.1	681177	681266	minus	0	
237561	Candida albicans SC5314	30515192	0	live	tR(UCU)1	CAALFM_C302740CA	tRNA			3	NC_032091.1	592024	592096	minus	0	
237561	Candida albicans SC5314	30515191	0	live	tF(GAA)1	CAALFM_C302730CA	tRNA			3	NC_032091.1	591928	592015	minus	0	
237561	Candida albicans SC5314	30515190	0	live	CAALFM_C302710WA	CAALFM_C302710WA	hypothetical protein	; hypothetical protein		3	NC_032091.1	588383	589213	plus	2	
237561	Candida albicans SC5314	30515189	0	live	CAALFM_C302530WA	CAALFM_C302530WA	hypothetical protein	; hypothetical protein		3	NC_032091.1	551544	551732	plus	1	
237561	Candida albicans SC5314	30515188	0	live	tM(CAU)1	CAALFM_C302520WA	tRNA			3	NC_032091.1	550994	551065	plus	0	
237561	Candida albicans SC5314	30515187	0	live	HRT1	CAALFM_C302450WA	SCF ubiquitin ligase complex subunit	; SCF ubiquitin ligase complex subunit		3	NC_032091.1	536423	536868	plus	2	
237561	Candida albicans SC5314	30515186	0	live	CAALFM_C302270WA	CAALFM_C302270WA	hypothetical protein	; hypothetical protein		3	NC_032091.1	492474	492698	plus	1	
237561	Candida albicans SC5314	30515185	0	live	CAALFM_C302200WA	CAALFM_C302200WA	hypothetical protein	; hypothetical protein		3	NC_032091.1	474569	474745	plus	1	
237561	Candida albicans SC5314	30515184	0	live	tE(UUC)2	CAALFM_C302050CA	tRNA			3	NC_032091.1	447502	447595	minus	0	
237561	Candida albicans SC5314	30515183	0	live	tY(GUA)2	CAALFM_C301920CA	tRNA			3	NC_032091.1	423654	423768	minus	0	
237561	Candida albicans SC5314	30515182	0	live	CAALFM_C301910CA	CAALFM_C301910CA	hypothetical protein	; hypothetical protein		3	NC_032091.1	422590	422757	minus	1	
237561	Candida albicans SC5314	30515181	0	live	tK(UUU)1	CAALFM_C301870CA	tRNA			3	NC_032091.1	412026	412100	minus	0	
237561	Candida albicans SC5314	30515180	0	live	tV(AAC)2	CAALFM_C301840CA	tRNA			3	NC_032091.1	407931	408004	minus	0	
237561	Candida albicans SC5314	30515179	0	live	CAALFM_C301780CA	CAALFM_C301780CA	hypothetical protein	; hypothetical protein		3	NC_032091.1	390197	390463	minus	1	
237561	Candida albicans SC5314	30515178	0	live	CAALFM_C301740CA	CAALFM_C301740CA	hypothetical protein	; hypothetical protein		3	NC_032091.1	379671	380057	minus	1	
237561	Candida albicans SC5314	30515177	0	live	tR(CCU)1	CAALFM_C301240CA	tRNA			3	NC_032091.1	261805	261893	minus	0	
237561	Candida albicans SC5314	30515176	0	live	CAALFM_C301090WA	CAALFM_C301090WA	hypothetical protein	; hypothetical protein		3	NC_032091.1	221731	221955	plus	1	
237561	Candida albicans SC5314	30515175	0	live	MRPL33	CAALFM_C301080WA	mitochondrial 54S ribosomal protein YmL33	; mitochondrial 54S ribosomal protein YmL33		3	NC_032091.1	220263	220553	plus	1	
237561	Candida albicans SC5314	30515174	0	live	CAALFM_C301060WA	CAALFM_C301060WA	hypothetical protein	; hypothetical protein		3	NC_032091.1	216483	216692	plus	1	
237561	Candida albicans SC5314	30515173	0	live	PRM9	CAALFM_C301040CA	Prm9p	; Prm9p		3	NC_032091.1	213598	215352	minus	2	
237561	Candida albicans SC5314	30515172	0	live	tG(UCC)1	CAALFM_C300970WA	tRNA			3	NC_032091.1	196070	196140	plus	0	
237561	Candida albicans SC5314	30515171	0	live	CAALFM_C300620CA	CAALFM_C300620CA	hypothetical protein	; hypothetical protein		3	NC_032091.1	98473	98888	minus	2	
237561	Candida albicans SC5314	30515170	0	live	CAALFM_C210830WA	CAALFM_C210830WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	2221164	2221412	plus	1	
237561	Candida albicans SC5314	30515169	0	live	CAALFM_C210800WA	CAALFM_C210800WA	ncRNA			2	NC_032090.1	2216095	2216185	plus	1	
237561	Candida albicans SC5314	30515168	0	live	CAALFM_C210650WA	CAALFM_C210650WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	2193331	2193519	plus	1	
237561	Candida albicans SC5314	30515167	0	live	MTR2	CAALFM_C210640CA	Mtr2p	; Mtr2p		2	NC_032090.1	2192388	2192990	minus	2	
237561	Candida albicans SC5314	30515166	0	live	tF(GAA)4	CAALFM_C210500WA	tRNA			2	NC_032090.1	2168360	2168447	plus	0	
237561	Candida albicans SC5314	30515165	0	live	tV(UAC)1	CAALFM_C210490CA	tRNA			2	NC_032090.1	2167627	2167722	minus	0	
237561	Candida albicans SC5314	30515164	0	live	FGR6-4	CAALFM_C210420WA	Fgr6-4p	; Fgr6-4p		2	NC_032090.1	2151459	2152997	plus	1	
237561	Candida albicans SC5314	30515163	0	live	CAALFM_C210000CA	CAALFM_C210000CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	2048493	2049189	minus	2	
237561	Candida albicans SC5314	30515162	0	live	CAALFM_C209910CA	CAALFM_C209910CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	2026825	2027007	minus	1	
237561	Candida albicans SC5314	30515161	0	live	CAALFM_C209830CA	CAALFM_C209830CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	2012619	2012861	minus	1	
237561	Candida albicans SC5314	30515160	0	live	CAALFM_C209550CA	CAALFM_C209550CA	ncRNA			2	NC_032090.1	1953891	1954005	minus	1	
237561	Candida albicans SC5314	30515159	0	live	CAALFM_C209540WA	CAALFM_C209540WA	ncRNA			2	NC_032090.1	1953454	1953601	plus	1	
237561	Candida albicans SC5314	30515158	0	live	CAALFM_C209290WA	CAALFM_C209290WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1898815	1899127	plus	2	
237561	Candida albicans SC5314	30515157	0	live	tP(UGG)2	CAALFM_C209200WA	tRNA			2	NC_032090.1	1888032	1888123	plus	0	
237561	Candida albicans SC5314	30515156	0	live	CAALFM_C208900WA	CAALFM_C208900WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1812528	1812710	plus	1	
237561	Candida albicans SC5314	30515155	0	live	CAALFM_C208520CA	CAALFM_C208520CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1723457	1723618	minus	1	
237561	Candida albicans SC5314	30515154	0	live	CAALFM_C208400CA	CAALFM_C208400CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1696572	1696691	minus	1	
237561	Candida albicans SC5314	30515153	0	live	MFA1	CAALFM_C208210CA	Mfa1p	; Mfa1p		2	NC_032090.1	1663652	1663780	minus	1	
237561	Candida albicans SC5314	30515152	0	live	CAALFM_C208160CA	CAALFM_C208160CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1654999	1655677	minus	2	
237561	Candida albicans SC5314	30515151	0	live	CAALFM_C208060WA	CAALFM_C208060WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1638309	1638518	plus	1	
237561	Candida albicans SC5314	30515150	0	live	RPR1	CAALFM_C208055WA	ncRNA			2	NC_032090.1	1637752	1638088	plus	1	
